movieId,title,genres,avg_rating,rating_count,tag_count,comprehensive_score,tags
104,Happy Gilmore (1996),Comedy,3.4394,99,3,69.348,Adam Sandler|golf|test tag
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.2826,23,0,59.6572,
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4.0,1,0,58.9882,
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.3269,26,1,61.4571,muppets
108,Catwalk (1996),Documentary,4.0,1,0,58.9882,
110,Braveheart (1995),Action|Drama|War,4.0316,237,10,82.3581,Medieval|Oscar (Best Cinematography)|Scotland|beautiful scenery|epic|historical|inspirational|mel gibson|revenge|sword fight
111,Taxi Driver (1976),Crime|Drama|Thriller,4.1058,104,1,78.2159,assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5435,46,0,66.2068,
113,Before and After (1996),Drama|Mystery,3.3333,3,0,52.643,
116,Anne Frank Remembered (1995),Documentary,3.9,5,1,62.9961,Holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.0,1,0,44.9882,
118,If Lucy Fell (1996),Comedy|Romance,2.5,2,0,39.7361,
119,"Steal Big, Steal Little (1995)",Comedy,3.0,2,0,46.7361,
121,"Boys of St. Vincent, The (1992)",Drama,4.0,2,0,60.7361,
122,Boomerang (1992),Comedy|Romance,2.6562,16,1,50.0733,dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.375,4,0,68.1883,
125,Flirting With Disaster (1996),Comedy,3.5833,12,0,61.2242,
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.0,7,0,36.9645,
128,Jupiter's Wife (1994),Documentary,3.0,1,0,44.9882,
129,Pie in the Sky (1996),Comedy|Romance,2.0,1,0,30.9882,
132,Jade (1995),Thriller,2.8333,6,0,48.0555,
135,Down Periscope (1996),Comedy,2.9516,31,0,56.2634,
137,Man of the Year (1995),Documentary,3.0,1,0,44.9882,
140,Up Close and Personal (1996),Drama|Romance,3.5,16,1,61.8858,journalism
141,"Birdcage, The (1996)",Comedy,3.4942,86,0,68.1712,
144,"Brothers McMullen, The (1995)",Comedy,3.3333,12,0,57.7242,
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2451,51,0,62.4653,
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.3333,3,0,52.643,
147,"Basketball Diaries, The (1995)",Drama,3.4667,15,4,62.0458,Leonardo DiCaprio|Mark Wahlberg|addiction|heroin
148,"Awfully Big Adventure, An (1995)",Drama,5.0,1,0,72.9882,
149,Amateur (1994),Crime|Drama|Thriller,2.0,1,0,30.9882,
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.8458,201,3,78.0684,NASA|moon|space
151,Rob Roy (1995),Action|Drama|Romance|War,3.5455,44,0,66.047,
152,"Addiction, The (1995)",Drama|Horror,1.5,2,0,25.7361,
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9161,137,1,62.7381,superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,3.875,12,0,65.3075,
155,Beyond Rangoon (1995),Adventure|Drama|War,2.4167,6,0,42.2222,
156,Blue in the Face (1995),Comedy|Drama,3.3333,3,0,52.643,
157,Canadian Bacon (1995),Comedy|War,2.8636,11,0,50.8034,
158,Casper (1995),Adventure|Children,2.8065,62,0,57.1515,
159,Clockers (1995),Crime|Drama|Mystery,2.8929,14,0,52.1745,
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8772,57,1,58.4571,Michael Crichton
161,Crimson Tide (1995),Drama|Thriller|War,3.6359,103,1,71.5967,submarine
162,Crumb (1994),Documentary,4.2059,17,0,71.3428,
163,Desperado (1995),Action|Romance|Western,3.5606,66,0,67.975,
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.3214,14,0,58.1745,
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5556,144,0,71.2326,
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.8333,3,0,45.643,
168,First Knight (1995),Action|Drama|Romance,3.0833,54,0,60.4424,
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.4,10,0,43.9374,
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2286,35,0,60.6486,
171,Jeffrey (1995),Comedy|Drama,3.8333,6,0,62.0555,
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792,53,0,54.706,
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.6694,62,0,55.2321,
174,Jury Duty (1995),Comedy,2.7,10,0,48.1374,
175,Kids (1995),Drama,3.975,20,3,70.1185,New York City|Nudity (Full Frontal)|controversial
176,Living in Oblivion (1995),Comedy,4.3077,13,0,71.6847,
177,Lord of Illusions (1995),Horror,2.75,8,0,47.9723,
178,Love & Human Remains (1993),Comedy|Drama,1.0,1,0,16.9882,
179,Mad Love (1995),Drama|Romance,1.5,2,0,25.7361,
180,Mallrats (1995),Comedy|Romance,3.4028,36,0,63.2056,
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.2647,17,0,44.1663,
183,Mute Witness (1994),Comedy|Horror|Thriller,3.5,2,0,53.7361,
184,Nadja (1994),Drama,3.5,2,0,53.7361,
185,"Net, The (1995)",Action|Crime|Thriller,3.0402,112,1,63.6141,computers
186,Nine Months (1995),Comedy|Romance,2.8229,48,0,56.2985,
187,Party Girl (1995),Comedy,4.125,4,0,64.6883,
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.4583,12,0,59.4742,
189,Reckless (1995),Comedy|Fantasy,3.0,1,0,44.9882,
190,Safe (1995),Thriller,2.8,5,0,46.9243,
191,"Scarlet Letter, The (1995)",Drama|Romance,2.4167,6,0,42.2222,
193,Showgirls (1995),Drama,2.4714,35,0,50.0486,
194,Smoke (1995),Comedy|Drama,3.6667,18,0,64.0269,
195,Something to Talk About (1995),Comedy|Drama|Romance,3.1,10,0,53.7374,
196,Species (1995),Horror|Sci-Fi,2.6667,45,0,53.8387,
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25,28,0,60.0165,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,4.125,4,1,65.3601,Made me cry
201,Three Wishes (1995),Drama|Fantasy,3.0,1,0,44.9882,
202,Total Eclipse (1995),Drama|Romance,3.0,1,0,44.9882,
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.4318,22,0,61.5626,
204,Under Siege 2: Dark Territory (1995),Action,2.7167,30,0,52.8373,
205,Unstrung Heroes (1995),Comedy|Drama,3.1667,9,0,54.2598,
206,Unzipped (1995),Documentary,3.0,2,0,46.7361,
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.4286,21,0,61.3255,
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.913,115,0,61.2754,
209,White Man's Burden (1995),Drama,3.1667,3,0,50.3097,
210,Wild Bill (1995),Western,3.0,4,0,48.9383,
211,"Browning Version, The (1994)",Drama,3.5,2,0,53.7361,
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3.0,3,0,47.9763,
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.8333,6,0,62.0555,
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.0,2,0,60.7361,
215,Before Sunrise (1995),Drama|Romance,4.0417,24,1,71.1317,generation X
216,Billy Madison (1995),Comedy,3.3265,49,3,64.7798,Adam Sandler|school|stop looking at me swan
217,"Babysitter, The (1995)",Drama|Thriller,2.3333,6,0,41.0555,
218,Boys on the Side (1995),Comedy|Drama,3.4286,14,0,59.6745,
219,"Cure, The (1995)",Drama,3.0,1,0,44.9882,
220,Castle Freak (1995),Horror,3.0,1,0,44.9882,
222,Circle of Friends (1995),Drama|Romance,3.75,16,1,65.3858,Ireland
223,Clerks (1994),Comedy,3.8558,104,6,75.93,cynical|generation X|hilarious|independent film|quirky|witty
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125,40,2,67.649,mental illness|psychology
225,Disclosure (1994),Drama|Thriller,3.5385,52,0,66.6545,
227,Drop Zone (1994),Action|Thriller,2.8636,22,0,53.6081,
228,Destiny Turns on the Radio (1995),Comedy,2.3333,3,0,38.643,
229,Death and the Maiden (1994),Drama|Thriller,3.4286,7,0,56.9645,
230,Dolores Claiborne (1995),Drama|Thriller,3.3958,24,1,62.0901,Stephen King
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0602,133,0,63.9568,
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.8929,14,0,66.1745,
233,Exotica (1994),Drama,3.5,12,0,60.0575,
234,Exit to Eden (1994),Comedy,2.5882,17,0,48.6957,
235,Ed Wood (1994),Comedy|Drama,3.6786,70,1,70.5483,movie business
236,French Kiss (1995),Action|Comedy|Romance,3.4778,45,0,65.1942,
237,Forget Paris (1995),Comedy|Romance,3.3409,22,3,61.6335,France|basketball|infertility
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,4.0,2,0,60.7361,
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0,17,0,54.4604,
240,Hideaway (1995),Thriller,2.375,4,0,40.1883,
241,Fluke (1995),Children|Drama,4.0,1,0,58.9882,
242,Farinelli: il castrato (1994),Drama|Musical,3.6,5,0,58.1243,
243,Gordy (1995),Children|Comedy|Fantasy,3.0,1,0,44.9882,
246,Hoop Dreams (1994),Documentary,4.2931,29,1,75.4379,basketball
247,Heavenly Creatures (1994),Crime|Drama,3.9286,21,1,68.9973,Australia
248,Houseguest (1994),Comedy,3.1765,17,2,57.9958,Sinbad|bad
249,Immortal Beloved (1994),Drama|Romance,3.7222,18,1,65.4764,Beethoven
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,2.5,6,0,43.3889,
251,"Hunted, The (1995)",Action,3.0,3,0,47.9763,
252,I.Q. (1994),Comedy|Romance,3.4535,43,1,65.3343,Einstein
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.4587,109,0,68.6859,
254,Jefferson in Paris (1995),Drama,3.0,1,0,44.9882,
255,"Jerky Boys, The (1995)",Comedy,2.0714,7,0,37.9645,
256,Junior (1994),Comedy|Sci-Fi,2.8286,35,0,55.0486,
257,Just Cause (1995),Mystery|Thriller,3.5,14,1,61.3462,court
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6,10,0,46.7374,
259,Kiss of Death (1995),Crime|Drama|Thriller,3.2,5,0,52.5243,
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.2311,251,18,85.9262,EPIC|Nerd|ROBOTS AND ANDROIDS|Star Wars|action|classic|classic sci-fi|darth vader|engrossing adventure|great soundtrack|luke skywalker|oldie but goodie|sci-fi|space|space action|space adventure|space epic|space opera
261,Little Women (1994),Drama,3.881,42,1,71.2197,Louisa May Alcott
262,"Little Princess, A (1995)",Children|Drama,3.9048,21,3,69.3358,England|Girl Power|India
263,Ladybird Ladybird (1994),Drama,4.0,1,0,58.9882,
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9394,33,0,70.3537,
266,Legends of the Fall (1994),Drama|Romance|War|Western,3.3971,68,0,65.8121,
267,Major Payne (1995),Comedy,2.9412,17,0,53.6369,
269,My Crazy Life (Mi vida loca) (1993),Drama,3.0,2,0,46.7361,
270,Love Affair (1994),Drama|Romance,3.4,5,0,55.3243,
271,Losing Isaiah (1995),Drama,3.5,4,0,55.9383,
272,"Madness of King George, The (1994)",Comedy|Drama,3.7581,31,2,68.6185,England|mental illness
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2.9464,28,1,56.4383,gothic
274,Man of the House (1995),Comedy,2.9286,7,0,49.9645,
275,Mixed Nuts (1994),Comedy,2.0,6,0,36.3889,
276,Milk Money (1994),Comedy|Romance,3.25,22,0,59.0172,
277,Miracle on 34th Street (1994),Drama,3.2237,38,1,61.597,Christmas
278,Miami Rhapsody (1995),Comedy,1.5,2,0,25.7361,
279,My Family (1995),Drama,3.0,2,0,46.7361,
280,Murder in the First (1995),Drama|Thriller,4.0769,13,1,69.1257,prison
281,Nobody's Fool (1994),Comedy|Drama|Romance,3.7857,14,0,64.6745,
282,Nell (1994),Drama,3.3375,40,2,63.799,disability|twins
283,New Jersey Drive (1995),Crime|Drama,3.6667,3,0,57.3097,
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,4.5,1,0,65.9882,
285,Beyond Bedlam (1993),Drama|Horror,4.0,1,0,58.9882,
287,Nina Takes a Lover (1994),Comedy|Romance,3.0,1,0,44.9882,
288,Natural Born Killers (1994),Action|Crime|Thriller,3.2337,92,6,66.6978,brutality|controversial|dark comedy|psychedelic|satire|stylized
289,Only You (1994),Comedy|Romance,3.5625,8,0,59.3473,
290,Once Were Warriors (1994),Crime|Drama,4.0357,14,0,68.1745,
291,Poison Ivy II (1996),Drama|Thriller,2.3333,3,0,38.643,
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4257,101,0,67.8987,
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.0188,133,32,80.7665,Action|French|Gary Oldman|Guns|Jean Reno|Lolita theme|Luc Besson|Natalie Portman|assassin|assassination|assassins|awkward romance|corruption|crime|disturbing|drama|friendship|great acting|hit men|hitman|humorous|imdb top 250|loneliness|love story|organized crime|police|police corruption|quirky|sniper|tense|touching|unique
294,"Perez Family, The (1995)",Comedy|Romance,3.0,2,0,46.7361,
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,3.0,1,0,44.9882,
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.1971,307,173,88.4615,1990s|AWESOME|Black comedy|Harvey Keitel|Highly quotable|John Travolta|Mafia|Palme d'Or|Quentin Tarantino|Quotable|Roger Avary|Samuel L. Jackson|Steve Buscemi|Tarantino|Uma Thurman|achronological|action|action packed|aggressive|amazing|amazing dialogues|anthology|assassin|atmospheric|bad ass|bad language|bad-ass|bible|biblical references|big boys with guns|big name actors|black humor|black humour|blood|blood splatters|bloody|bruce willis|brutality|casual violence|character development|characters|classic|classic movie|coke|comedy|conversation|cool|cool style|crime|crime scene scrubbing|cult|cult classic|cult film|dance|dancing|dark|dark comedy|dark humor|dialogue|different|diner|disjointed timeline|disturbing|drama|drug overdose|drugs|drugs & music|ensemble cast|entertaining|entirely dialogue|episodic|exciting|fast paced|fast-paced|film noir|film-noir|foul language|fun|funny|gangster|gangsters|genius|golden watch|good dialogue|good music|gore|great acting|great dialogue|great soundtrack|gritty|guns|heroin|hit men|hitman|homosexuality|humour|iconic|imdb top 250|innovative|intellectual|intelligent|intense|interesting|intertwining storylines|interwoven storylines|ironic|irony|killer-as-protagonist|los angeles|masterpiece|meaningless violence|milkshake|mobster|mobsters|monologue|motherfucker|multiple stories|multiple storylines|neo-noir|noir|non-linear|non-linear timeline|nonlinear|nonlinear narrative|nonlinear storyline|nonlinear timeline|notable soundtrack|offensive|organised crime|organized crime|original|original plot|out of order|parody|philosophical|pop culture references|psychological|pulp|quirky|r:disturbing violent content including rape|r:disturbing violent images|r:graphic sexuality|r:some violence|r:strong bloody violence|r:strong language|r:sustained strong stylized violence|r:violence|random|rape|retro|royal with cheese|sarcasm|satire|sexy|smart writing|sophisticated|soundtrack|splatter|storytelling|stylish|stylized|suspense|thought-provoking|thriller|travolta|twist ending|unique|unpredictable|unusual|very funny|violence|violent|witty
298,Pushing Hands (Tui shou) (1992),Drama,2.0,1,0,30.9882,
299,Priest (1994),Drama,4.0,4,0,62.9383,
300,Quiz Show (1994),Drama,3.5185,81,1,68.9285,TV
301,Picture Bride (Bijo photo) (1994),Drama|Romance,4.0,1,0,58.9882,
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.2,5,0,52.5243,
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,2.9531,32,0,56.4173,
304,Roommates (1995),Comedy|Drama,3.6667,3,0,57.3097,
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.8333,9,0,49.5932,
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.2188,16,0,71.2765,
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.8958,24,1,69.0901,Death
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,4.025,20,2,70.5397,cynical|marriage
310,Rent-a-Kid (1995),Comedy,3.0,1,0,44.9882,
311,Relative Fear (1994),Horror|Thriller,3.0,1,0,44.9882,
312,Stuart Saves His Family (1995),Comedy,1.4444,9,0,30.1487,
313,"Swan Princess, The (1994)",Animation|Children,3.3333,3,0,52.643,
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.75,16,0,64.714,
315,"Specialist, The (1994)",Action|Drama|Thriller,3.0789,38,0,58.8989,
316,Stargate (1994),Action|Adventure|Sci-Fi,3.375,140,1,69.256,time travel
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.2037,81,1,64.5211,Christmas
318,"Shawshank Redemption, The (1994)",Crime|Drama,4.429,317,4,88.4064,Morgan Freeman|Stephen King|prison|wrongful imprisonment
319,Shallow Grave (1994),Comedy|Drama|Thriller,3.6,20,0,63.525,
320,Suture (1993),Film-Noir|Thriller,3.0,1,0,44.9882,
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,4.0,2,0,60.7361,
322,Swimming with Sharks (1995),Comedy|Drama,3.55,10,0,60.0374,
324,"Sum of Us, The (1994)",Comedy|Drama,4.0,1,0,58.9882,
325,National Lampoon's Senior Trip (1995),Comedy,2.5,7,0,43.9645,
326,To Live (Huozhe) (1994),Drama,4.0,3,0,61.9763,
327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.8235,34,0,54.8566,
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.15,10,0,54.4374,
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3935,108,1,68.4055,Enterprise
330,Tales from the Hood (1995),Action|Crime|Horror,3.0,6,0,50.3889,
331,Tom & Viv (1994),Drama,3.0,2,0,46.7361,
332,Village of the Damned (1995),Horror|Sci-Fi,2.8333,12,0,50.7242,
333,Tommy Boy (1995),Comedy,3.78,50,0,69.8702,
334,Vanya on 42nd Street (1994),Drama,4.2,5,0,66.5243,
335,Underneath (1995),Mystery|Thriller,3.5,2,0,53.7361,
336,"Walking Dead, The (1995)",Drama|War,3.0,1,0,44.9882,
337,What's Eating Gilbert Grape (1993),Drama,3.7662,77,1,72.1809,mental illness
338,Virtuosity (1995),Action|Sci-Fi|Thriller,2.8421,19,1,53.3759,serial killer
339,While You Were Sleeping (1995),Comedy|Romance,3.4694,98,1,69.0529,coma
340,"War, The (1994)",Adventure|Drama|War,3.4,5,0,55.3243,
341,Double Happiness (1994),Drama,4.0,2,0,60.7361,
342,Muriel's Wedding (1994),Comedy,3.2727,33,2,62.0851,Australia|weddings
343,"Baby-Sitters Club, The (1995)",Children,2.9,5,0,48.3243,
344,Ace Ventura: Pet Detective (1994),Comedy,3.0404,161,0,64.4979,
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5972,36,3,67.2714,cross dressing|men in drag|remade
346,Backbeat (1993),Drama|Musical,3.5,6,0,57.3889,
347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.5,6,0,57.3889,
348,Bullets Over Broadway (1994),Comedy,3.5833,30,0,64.9707,
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.6045,110,1,71.4383,Tom Clancy
350,"Client, The (1994)",Drama|Mystery|Thriller,3.386,57,1,65.5799,John Grisham
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.1765,17,1,57.6028,interracial romance
