movieId,title,genres,avg_rating,bayesian_rating,rating_count,recent_rating_count,tag_count,rating_score,popularity_score,tag_score,freshness_score,comprehensive_score,tags
43,Restoration (1995),Drama,3.1875,3.4254,8,0,1,47.9559,7.5778,0.6718,0.0,56.2055,England
44,Mortal Kombat (1995),Action|Adventure|Fantasy,2.5435,2.8808,46,1,0,40.3316,13.2784,0.0,1.25,54.8601,
45,To Die For (1995),Comedy|Drama|Thriller,3.3125,3.3954,32,0,1,47.5359,12.0588,0.6718,0.0,60.2665,Journalism
46,How to Make an American Quilt (1995),Drama|Romance,3.0667,3.3385,15,0,1,46.7386,9.5621,0.6718,0.0,56.9725,wedding
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3.9754,3.9234,203,4,3,54.9278,18.3412,1.3436,2.9024,77.515,mystery|serial killer|twist ending
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,3.1471,3.2424,68,0,0,45.393,14.6027,0.0,0.0,59.9956,
49,When Night Is Falling (1995),Drama|Romance,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,4.2377,4.1574,204,7,6,58.2033,18.3581,1.8859,3.75,82.1972,heist|mindfuck|suspense|thriller|tricky|twist ending
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.4643,3.4819,28,0,2,48.7461,11.6132,1.0647,0.0,61.4241,adoption|prostitution
53,Lamerica (1994),Adventure|Drama,5.0,3.6126,2,0,0,50.5757,3.7889,0.0,0.0,54.3646,
54,"Big Green, The (1995)",Children|Comedy,2.3333,3.3764,3,0,0,47.2695,4.7811,0.0,0.0,52.0505,
55,Georgia (1995),Drama,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
57,Home for the Holidays (1995),Drama,3.0625,3.3951,8,0,0,47.5317,7.5778,0.0,0.0,55.1095,
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.027,3.8151,37,0,1,53.412,12.5454,0.6718,0.0,66.6292,writing
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.2353,3.3481,34,0,0,46.8736,12.2617,0.0,0.0,59.1354,
61,Eye for an Eye (1996),Drama|Thriller,3.75,3.5496,6,0,0,49.695,6.7111,0.0,0.0,56.4061,
62,Mr. Holland's Opus (1995),Drama,3.7062,3.6575,80,1,1,51.2052,15.1556,0.6718,1.25,68.2826,music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,2.7143,3.3293,7,0,0,46.6108,7.1716,0.0,0.0,53.7824,
64,Two if by Sea (1996),Comedy|Romance,2.2,3.2846,5,0,0,45.9848,6.1794,0.0,0.0,52.1643,
65,Bio-Dome (1996),Comedy,2.5323,2.965,31,0,0,41.5097,11.9527,0.0,0.0,53.4624,
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,2.5,3.2364,9,0,0,45.3101,7.9412,0.0,0.0,53.2513,
68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.4,3.4846,5,0,0,48.7848,6.1794,0.0,0.0,54.9643,
69,Friday (1995),Comedy,3.775,3.6231,20,0,0,50.7232,10.5,0.0,0.0,61.2232,
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.5091,3.5067,55,1,0,49.0943,13.8827,0.0,1.25,64.227,
71,Fair Game (1995),Action,1.7,3.2013,5,0,0,44.8182,6.1794,0.0,0.0,50.9976,
72,Kicking and Screaming (1995),Comedy|Drama,3.2143,3.4387,7,0,0,48.142,7.1716,0.0,0.0,55.3136,
73,"Misérables, Les (1995)",Drama|War,3.4615,3.4879,13,0,0,48.8301,9.1016,0.0,0.0,57.9318,
74,Bed of Roses (1996),Drama|Romance,4.0,3.6224,8,0,0,50.7135,7.5778,0.0,0.0,58.2913,
75,Big Bully (1996),Comedy|Drama,2.2,3.2846,5,0,0,45.9848,6.1794,0.0,0.0,52.1643,
76,Screamers (1995),Action|Sci-Fi|Thriller,3.4,3.4635,15,0,0,48.4886,9.5621,0.0,0.0,58.0508,
77,Nico Icon (1995),Documentary,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
79,"Juror, The (1996)",Drama|Thriller,2.7647,3.2033,17,0,0,44.8463,9.9684,0.0,0.0,54.8147,
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.1071,3.36,14,0,0,47.0396,9.3396,0.0,0.0,56.3792,
82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.875,3.5921,8,0,0,50.2892,7.5778,0.0,0.0,57.8671,
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
85,Angels and Insects (1995),Drama|Romance,3.8571,3.5793,7,0,0,50.1108,7.1716,0.0,0.0,57.2824,
86,White Squall (1996),Action|Adventure|Drama,3.9667,3.676,15,0,0,51.4636,9.5621,0.0,0.0,61.0258,
87,Dunston Checks In (1996),Children|Comedy,2.5,3.2825,7,0,0,45.9545,7.1716,0.0,0.0,53.1261,
88,Black Sheep (1996),Comedy,3.1562,3.3668,16,0,0,47.1352,9.7712,0.0,0.0,56.9065,
89,Nick of Time (1995),Action|Thriller,3.25,3.4297,10,0,0,48.0156,8.2699,0.0,0.0,56.2855,
92,Mary Reilly (1996),Drama|Horror|Thriller,2.625,3.2891,8,0,1,46.0468,7.5778,0.6718,0.0,54.2964,Jekyll and Hyde
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.8333,3.3247,9,0,0,46.5454,7.9412,0.0,0.0,54.4866,
94,Beautiful Girls (1996),Comedy|Drama|Romance,3.95,3.6297,10,0,0,50.8156,8.2699,0.0,0.0,59.0855,
95,Broken Arrow (1996),Action|Adventure|Thriller,3.0238,3.1334,84,0,0,43.8674,15.3219,0.0,0.0,59.1893,
96,In the Bleak Midwinter (1995),Comedy|Drama,3.5,3.5015,1,0,1,49.021,2.3905,0.6718,0.0,52.0833,theater
97,"Hate (Haine, La) (1995)",Crime|Drama,3.9,3.6154,10,0,0,50.6156,8.2699,0.0,0.0,58.8855,
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,5.0,3.6126,2,0,0,50.5757,3.7889,0.0,0.0,54.3646,
100,City Hall (1996),Drama|Thriller,2.7857,3.2446,14,0,0,45.4242,9.3396,0.0,0.0,54.7638,
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.7826,3.6362,23,1,3,50.9072,10.9605,1.3436,1.25,64.4613,crime|off-beat comedy|quirky
102,Mr. Wrong (1996),Comedy,2.4,3.318,5,0,0,46.4515,6.1794,0.0,0.0,52.6309,
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.0,3.4478,3,0,0,48.2695,4.7811,0.0,0.0,53.0505,
104,Happy Gilmore (1996),Comedy,3.4394,3.4519,99,1,3,48.327,15.8824,1.3436,1.25,66.8029,Adam Sandler|golf|test tag
105,"Bridges of Madison County, The (1995)",Drama|Romance,3.2826,3.3966,23,0,0,47.553,10.9605,0.0,0.0,58.5135,
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.3269,3.4125,26,0,1,47.7754,11.3667,0.6718,0.0,59.8139,muppets
108,Catwalk (1996),Documentary,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
110,Braveheart (1995),Action|Drama|War,4.0316,3.9811,237,4,10,55.7349,18.8729,2.324,2.9024,79.8341,Medieval|Oscar (Best Cinematography)|Scotland|beautiful scenery|epic|historical|inspirational|mel gibson|revenge|sword fight
111,Taxi Driver (1976),Crime|Drama|Thriller,4.1058,3.9887,104,2,1,55.8414,16.0507,0.6718,1.9812,74.5451,assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5435,3.5287,46,0,0,49.402,13.2784,0.0,0.0,62.6805,
113,Before and After (1996),Drama|Mystery,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
116,Anne Frank Remembered (1995),Documentary,3.9,3.568,5,0,1,49.9515,6.1794,0.6718,0.0,56.8027,Holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
118,If Lucy Fell (1996),Comedy|Romance,2.5,3.4274,2,0,0,47.9831,3.7889,0.0,0.0,51.7721,
119,"Steal Big, Steal Little (1995)",Comedy,3.0,3.4644,2,0,0,48.5017,3.7889,0.0,0.0,52.2906,
121,"Boys of St. Vincent, The (1992)",Drama,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
122,Boomerang (1992),Comedy|Romance,2.6562,3.1717,16,0,1,44.4035,9.7712,0.6718,0.0,54.8465,dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.375,3.622,4,0,0,50.7084,5.5507,0.0,0.0,56.2591,
125,Flirting With Disaster (1996),Comedy,3.5833,3.5281,12,0,0,49.3931,8.846,0.0,0.0,58.2391,
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.0,3.1731,7,0,0,44.4233,7.1716,0.0,0.0,51.5949,
128,Jupiter's Wife (1994),Documentary,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
129,Pie in the Sky (1996),Comedy|Romance,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
132,Jade (1995),Thriller,2.8333,3.3722,6,0,0,47.2111,6.7111,0.0,0.0,53.9222,
135,Down Periscope (1996),Comedy,2.9516,3.1971,31,0,0,44.7597,11.9527,0.0,0.0,56.7124,
137,Man of the Year (1995),Documentary,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
140,Up Close and Personal (1996),Drama|Romance,3.5,3.5009,16,0,1,49.0133,9.7712,0.6718,0.0,59.4563,journalism
141,"Birdcage, The (1996)",Comedy,3.4942,3.4958,86,1,0,48.9418,15.4021,0.0,1.25,65.5939,
144,"Brothers McMullen, The (1995)",Comedy,3.3333,3.447,12,0,0,48.258,8.846,0.0,0.0,57.104,
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2451,3.3295,51,0,0,46.6124,13.6271,0.0,0.0,60.2395,
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
147,"Basketball Diaries, The (1995)",Drama,3.4667,3.4885,15,0,4,48.8386,9.5621,1.5598,0.0,59.9606,Leonardo DiCaprio|Mark Wahlberg|addiction|heroin
148,"Awfully Big Adventure, An (1995)",Drama,5.0,3.5592,1,0,0,49.8287,2.3905,0.0,0.0,52.2192,
149,Amateur (1994),Crime|Drama|Thriller,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
150,Apollo 13 (1995),Adventure|Drama|IMAX,3.8458,3.8077,201,3,3,53.3077,18.3072,1.3436,2.5,75.4585,NASA|moon|space
151,Rob Roy (1995),Action|Drama|Romance|War,3.5455,3.5295,44,0,0,49.4137,13.1285,0.0,0.0,62.5422,
152,"Addiction, The (1995)",Drama|Horror,1.5,3.3533,2,0,0,46.9461,3.7889,0.0,0.0,50.735,
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9161,3.0064,137,3,1,42.0898,16.9932,0.6718,2.5,62.2547,superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,3.875,3.6227,12,0,0,50.7174,8.846,0.0,0.0,59.5635,
155,Beyond Rangoon (1995),Adventure|Drama|War,2.4167,3.2916,6,0,0,46.0821,6.7111,0.0,0.0,52.7932,
156,Blue in the Face (1995),Comedy|Drama,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
157,Canadian Bacon (1995),Comedy|War,2.8636,3.3066,11,0,0,46.2929,8.57,0.0,0.0,54.8629,
158,Casper (1995),Adventure|Children,2.8065,3.0062,62,0,0,42.0867,14.2889,0.0,0.0,56.3756,
159,Clockers (1995),Crime|Drama|Mystery,2.8929,3.283,14,0,0,45.9627,9.3396,0.0,0.0,55.3023,
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8772,3.0675,57,0,1,42.9457,14.0037,0.6718,0.0,57.6212,Michael Crichton
161,Crimson Tide (1995),Drama|Thriller|War,3.6359,3.6097,103,2,1,50.5355,16.0176,0.6718,1.9812,69.2061,submarine
162,Crumb (1994),Documentary,4.2059,3.7866,17,1,0,53.013,9.9684,0.0,1.25,64.2313,
163,Desperado (1995),Action|Romance|Western,3.5606,3.5444,66,0,0,49.6214,14.5012,0.0,0.0,64.1226,
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.3214,3.4369,14,0,0,48.1165,9.3396,0.0,0.0,57.4561,
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5556,3.5476,144,0,0,49.6659,17.1638,0.0,0.0,66.8298,
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.8333,3.43,3,0,0,48.0195,4.7811,0.0,0.0,52.8005,
168,First Knight (1995),Action|Drama|Romance,3.0833,3.2157,54,1,0,45.0196,13.8206,0.0,1.25,60.0901,
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.4,3.1868,10,0,0,44.6156,8.2699,0.0,0.0,52.8855,
170,Hackers (1995),Action|Adventure|Crime|Thriller,3.2286,3.3423,35,0,0,46.7924,12.3589,0.0,0.0,59.1513,
171,Jeffrey (1995),Comedy|Drama,3.8333,3.5658,6,0,0,49.9208,6.7111,0.0,0.0,56.6319,
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.6792,2.9428,53,0,0,41.1993,13.7573,0.0,0.0,54.9566,
173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.6694,2.9085,62,0,0,40.7189,14.2889,0.0,0.0,55.0078,
174,Jury Duty (1995),Comedy,2.7,3.2725,10,0,0,45.8156,8.2699,0.0,0.0,54.0855,
175,Kids (1995),Drama,3.975,3.712,20,0,3,51.9677,10.5,1.3436,0.0,63.8112,New York City|Nudity (Full Frontal)|controversial
176,Living in Oblivion (1995),Comedy,4.3077,3.7773,13,0,0,52.8828,9.1016,0.0,0.0,61.9844,
177,Lord of Illusions (1995),Horror,2.75,3.3194,8,0,0,46.4711,7.5778,0.0,0.0,54.0489,
178,Love & Human Remains (1993),Comedy|Drama,1.0,3.4053,1,0,0,47.6748,2.3905,0.0,0.0,50.0653,
179,Mad Love (1995),Drama|Romance,1.5,3.3533,2,0,0,46.9461,3.7889,0.0,0.0,50.735,
180,Mallrats (1995),Comedy|Romance,3.4028,3.4433,36,0,0,48.2057,12.4534,0.0,0.0,60.659,
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,2.2647,3.0009,17,0,0,42.013,9.9684,0.0,0.0,51.9813,
183,Mute Witness (1994),Comedy|Horror|Thriller,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
184,Nadja (1994),Drama,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
185,"Net, The (1995)",Action|Crime|Thriller,3.0402,3.1244,112,2,1,43.7412,16.3039,0.6718,1.9812,62.6981,computers
186,Nine Months (1995),Comedy|Romance,2.8229,3.0553,48,0,0,42.7746,13.4222,0.0,0.0,56.1968,
187,Party Girl (1995),Comedy,4.125,3.5875,4,0,0,50.2257,5.5507,0.0,0.0,55.7763,
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.4583,3.4875,12,0,0,48.8255,8.846,0.0,0.0,57.6716,
189,Reckless (1995),Comedy|Fantasy,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
190,Safe (1995),Thriller,2.8,3.3846,5,0,0,47.3848,6.1794,0.0,0.0,53.5643,
191,"Scarlet Letter, The (1995)",Drama|Romance,2.4167,3.2916,6,0,0,46.0821,6.7111,0.0,0.0,52.7932,
193,Showgirls (1995),Drama,2.4714,2.9006,35,0,0,40.6091,12.3589,0.0,0.0,52.968,
194,Smoke (1995),Comedy|Drama,3.6667,3.5707,18,0,0,49.9894,10.1548,0.0,0.0,60.1442,
195,Something to Talk About (1995),Comedy|Drama|Romance,3.1,3.3868,10,0,0,47.4156,8.2699,0.0,0.0,55.6855,
196,Species (1995),Horror|Sci-Fi,2.6667,2.9648,45,0,0,41.5078,13.2043,0.0,0.0,54.7121,
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.25,3.3687,28,0,0,47.1612,11.6132,0.0,0.0,58.7744,
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,4.125,3.5875,4,0,1,50.2257,5.5507,0.6718,0.0,56.4481,Made me cry
201,Three Wishes (1995),Drama|Fantasy,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
202,Total Eclipse (1995),Drama|Romance,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.4318,3.4689,22,0,0,48.5648,10.8137,0.0,0.0,59.3785,
204,Under Siege 2: Dark Territory (1995),Action,2.7167,3.0734,30,0,0,43.0281,11.8432,0.0,0.0,54.8713,
205,Unstrung Heroes (1995),Comedy|Drama,3.1667,3.4129,9,0,0,47.7807,7.9412,0.0,0.0,55.7219,
206,Unzipped (1995),Documentary,3.0,3.4644,2,0,0,48.5017,3.7889,0.0,0.0,52.2906,
207,"Walk in the Clouds, A (1995)",Drama|Romance,3.4286,3.4682,21,0,0,48.5553,10.6604,0.0,0.0,59.2158,
208,Waterworld (1995),Action|Adventure|Sci-Fi,2.913,3.0181,115,0,0,42.2539,16.3943,0.0,0.0,58.6481,
209,White Man's Burden (1995),Drama,3.1667,3.4657,3,0,0,48.5195,4.7811,0.0,0.0,53.3005,
210,Wild Bill (1995),Western,3.0,3.4324,4,0,0,48.0533,5.5507,0.0,0.0,53.6039,
211,"Browning Version, The (1994)",Drama,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3.0,3.4478,3,0,0,48.2695,4.7811,0.0,0.0,53.0505,
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,3.8333,3.5658,6,0,0,49.9208,6.7111,0.0,0.0,56.6319,
214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
215,Before Sunrise (1995),Drama|Romance,4.0417,3.7661,24,0,1,52.7254,11.1013,0.6718,0.0,64.4985,generation X
216,Billy Madison (1995),Comedy,3.3265,3.3857,49,0,3,47.3993,13.4918,1.3436,0.0,62.2347,Adam Sandler|school|stop looking at me swan
217,"Babysitter, The (1995)",Drama|Thriller,2.3333,3.2754,6,0,0,45.8563,6.7111,0.0,0.0,52.5674,
218,Boys on the Side (1995),Comedy|Drama,3.4286,3.4754,14,0,0,48.655,9.3396,0.0,0.0,57.9946,
219,"Cure, The (1995)",Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
220,Castle Freak (1995),Horror,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
222,Circle of Friends (1995),Drama|Romance,3.75,3.5985,16,0,1,50.3791,9.7712,0.6718,0.0,60.8222,Ireland
223,Clerks (1994),Comedy,3.8558,3.7871,104,0,6,53.0197,16.0507,1.8859,0.0,70.9563,cynical|generation X|hilarious|independent film|quirky|witty
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125,3.5698,40,0,2,49.9776,12.8074,1.0647,0.0,63.8498,mental illness|psychology
225,Disclosure (1994),Drama|Thriller,3.5385,3.5265,52,0,0,49.3707,13.6928,0.0,0.0,63.0635,
227,Drop Zone (1994),Action|Thriller,2.8636,3.203,22,0,0,44.8414,10.8137,0.0,0.0,55.6551,
228,Destiny Turns on the Radio (1995),Comedy,2.3333,3.3764,3,0,0,47.2695,4.7811,0.0,0.0,52.0505,
229,Death and the Maiden (1994),Drama|Thriller,3.4286,3.4856,7,0,0,48.7983,7.1716,0.0,0.0,55.9699,
230,Dolores Claiborne (1995),Drama|Thriller,3.3958,3.4498,24,0,1,48.2968,11.1013,0.6718,0.0,60.0699,Stephen King
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,3.0602,3.13,133,1,0,43.8199,16.8917,0.0,1.25,61.9616,
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.8929,3.642,14,0,0,50.9883,9.3396,0.0,0.0,60.3279,
233,Exotica (1994),Drama,3.5,3.5011,12,0,0,49.0147,8.846,0.0,0.0,57.8608,
234,Exit to Eden (1994),Comedy,2.5882,3.1319,17,0,0,43.8463,9.9684,0.0,0.0,53.8147,
235,Ed Wood (1994),Comedy|Drama,3.6786,3.632,70,0,1,50.8478,14.7012,0.6718,0.0,66.2208,movie business
236,French Kiss (1995),Action|Comedy|Romance,3.4778,3.4863,45,0,0,48.8078,13.2043,0.0,0.0,62.0121,
237,Forget Paris (1995),Comedy|Romance,3.3409,3.4264,22,0,3,47.969,10.8137,1.3436,0.0,60.1263,France|basketball|infertility
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0,3.2985,17,0,0,46.1796,9.9684,0.0,0.0,56.148,
240,Hideaway (1995),Thriller,2.375,3.3462,4,0,0,46.8464,5.5507,0.0,0.0,52.397,
241,Fluke (1995),Children|Drama,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
